question_ID,compound.name_1,SMILES_1,compound.name_2,SMILES_2,OPTIONS,question_category,prompt.1,prompt.2,answer,other_info
71,dodecan-1-ol,CCCCCCCCCCCCO,heptan-1-ol,CCCCCCCO,{CCCCCCCCCCCCO;dodecan-1-ol};{CCCCCCCO;heptan-1-ol},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCCCCCCCCCO or CCCCCCCO? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: dodecan-1-ol or heptan-1-ol? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCCCCCO;heptan-1-ol,SMILES_1 PLEASANTNESS=37.238095238;SMILES_2 PLEASANTNESS=50.308510638
72,oct-1-ene,CCCCCCC=C,2-ethyl-4-hydroxy-3-methyl-2H-furan-5-one,CCC1C(=C(C(=O)O1)O)C,{CCCCCCC=C;oct-1-ene};{CCC1C(=C(C(=O)O1)O)C;2-ethyl-4-hydroxy-3-methyl-2H-furan-5-one},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCCCC=C or CCC1C(=C(C(=O)O1)O)C? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: oct-1-ene or 2-ethyl-4-hydroxy-3-methyl-2H-furan-5-one? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCC1C(=C(C(=O)O1)O)C;2-ethyl-4-hydroxy-3-methyl-2H-furan-5-one,SMILES_1 PLEASANTNESS=39.472222222;SMILES_2 PLEASANTNESS=59.815384615
73,"(2S)-2,5-diamino-5-oxopentanoic acid",C(CC(=O)N)[C@@H](C(=O)O)N,pentanoic acid,CCCCC(=O)O,"{C(CC(=O)N)[C@@H](C(=O)O)N;(2S)-2,5-diamino-5-oxopentanoic acid};{CCCCC(=O)O;pentanoic acid}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: C(CC(=O)N)[C@@H](C(=O)O)N or CCCCC(=O)O? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: (2S)-2,5-diamino-5-oxopentanoic acid or pentanoic acid? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","C(CC(=O)N)[C@@H](C(=O)O)N;(2S)-2,5-diamino-5-oxopentanoic acid",SMILES_1 PLEASANTNESS=47.947368421;SMILES_2 PLEASANTNESS=24.815789474
74,2-methylfuran,CC1=CC=CO1,undecane,CCCCCCCCCCC,{CC1=CC=CO1;2-methylfuran};{CCCCCCCCCCC;undecane},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC1=CC=CO1 or CCCCCCCCCCC? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 2-methylfuran or undecane? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC1=CC=CO1;2-methylfuran,SMILES_1 PLEASANTNESS=51.125;SMILES_2 PLEASANTNESS=33.0
75,2-ethyl-3-methylpyrazine,CCC1=NC=CN=C1C,2-phenylethyl acetate,CC(=O)OCCC1=CC=CC=C1,{CCC1=NC=CN=C1C;2-ethyl-3-methylpyrazine};{CC(=O)OCCC1=CC=CC=C1;2-phenylethyl acetate},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCC1=NC=CN=C1C or CC(=O)OCCC1=CC=CC=C1? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 2-ethyl-3-methylpyrazine or 2-phenylethyl acetate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC(=O)OCCC1=CC=CC=C1;2-phenylethyl acetate,SMILES_1 PLEASANTNESS=33.104166667;SMILES_2 PLEASANTNESS=53.265306122
76,ethyl octanoate,CCCCCCCC(=O)OCC,methanol,CO,{CCCCCCCC(=O)OCC;ethyl octanoate};{CO;methanol},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCCCCC(=O)OCC or CO? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: ethyl octanoate or methanol? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCCCCCC(=O)OCC;ethyl octanoate,SMILES_1 PLEASANTNESS=67.913043478;SMILES_2 PLEASANTNESS=39.137931034
77,bis(methylsulfanyl)methane,CSCSC,butan-1-amine,CCCCN,{CSCSC;bis(methylsulfanyl)methane};{CCCCN;butan-1-amine},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CSCSC or CCCCN? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: bis(methylsulfanyl)methane or butan-1-amine? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCCN;butan-1-amine,SMILES_1 PLEASANTNESS=24.163265306;SMILES_2 PLEASANTNESS=53.380952381
78,1-(2-hydroxyphenyl)ethanone,CC(=O)C1=CC=CC=C1O,phenylmethanol,C1=CC=C(C=C1)CO,{CC(=O)C1=CC=CC=C1O;1-(2-hydroxyphenyl)ethanone};{C1=CC=C(C=C1)CO;phenylmethanol},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC(=O)C1=CC=CC=C1O or C1=CC=C(C=C1)CO? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 1-(2-hydroxyphenyl)ethanone or phenylmethanol? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",C1=CC=C(C=C1)CO;phenylmethanol,SMILES_1 PLEASANTNESS=29.469387755;SMILES_2 PLEASANTNESS=46.583333333
79,ethyl furan-2-carboxylate,CCOC(=O)C1=CC=CO1,(E)-3-phenylprop-2-enoic acid,C1=CC=C(C=C1)/C=C/C(=O)O,{CCOC(=O)C1=CC=CO1;ethyl furan-2-carboxylate};{C1=CC=C(C=C1)/C=C/C(=O)O;(E)-3-phenylprop-2-enoic acid},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCOC(=O)C1=CC=CO1 or C1=CC=C(C=C1)/C=C/C(=O)O? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: ethyl furan-2-carboxylate or (E)-3-phenylprop-2-enoic acid? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",C1=CC=C(C=C1)/C=C/C(=O)O;(E)-3-phenylprop-2-enoic acid,SMILES_1 PLEASANTNESS=33.979166667;SMILES_2 PLEASANTNESS=53.816326531
80,(2-methoxy-4-prop-2-enylphenyl) acetate,CC(=O)OC1=C(C=C(C=C1)CC=C)OC,"2-ethoxy-1,3-thiazole",CCOC1=NC=CS1,"{CC(=O)OC1=C(C=C(C=C1)CC=C)OC;(2-methoxy-4-prop-2-enylphenyl) acetate};{CCOC1=NC=CS1;2-ethoxy-1,3-thiazole}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC(=O)OC1=C(C=C(C=C1)CC=C)OC or CCOC1=NC=CS1? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: (2-methoxy-4-prop-2-enylphenyl) acetate or 2-ethoxy-1,3-thiazole? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC(=O)OC1=C(C=C(C=C1)CC=C)OC;(2-methoxy-4-prop-2-enylphenyl) acetate,SMILES_1 PLEASANTNESS=64.673913043;SMILES_2 PLEASANTNESS=23.791666667
81,butyl butanoate,CCCCOC(=O)CCC,2-phenylethyl benzoate,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2,{CCCCOC(=O)CCC;butyl butanoate};{C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2;2-phenylethyl benzoate},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCOC(=O)CCC or C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: butyl butanoate or 2-phenylethyl benzoate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2;2-phenylethyl benzoate,SMILES_1 PLEASANTNESS=36.224489796;SMILES_2 PLEASANTNESS=54.605263158
82,"1,3-thiazole",C1=CSC=N1,"hexane-1,6-dithiol",C(CCCS)CCS,"{C1=CSC=N1;1,3-thiazole};{C(CCCS)CCS;hexane-1,6-dithiol}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: C1=CSC=N1 or C(CCCS)CCS? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 1,3-thiazole or hexane-1,6-dithiol? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","C1=CSC=N1;1,3-thiazole",SMILES_1 PLEASANTNESS=45.103448276;SMILES_2 PLEASANTNESS=24.520833333
